family,scientific_name,common_name,lifestyle,mr_sample_size,mr_mass_grams,mr_temp_celcius,whole_organism_mr_watts,amat,amax,repro_output,rmax,m_rtype,trophic_position,tro_standard_error
engraulidae,Engraulis_ringens,peruvian_anchovetta,pelagic,NA,12.6,15,0.0420825848333333,0.5,3,68.6807511188851,1.71781992605084,as,NA,NA
gadidae,Gadus_macrocephalus,pacific_cod,benthopelagic,8,1500,11,0.811794989396279,4.4,25,104.236628079937,0.584832624875259,as,NA,NA
gadidae,Gadus_morhua,atlantic_cod,benthopelagic,12,371.1,10,0.239823375,2.9,15,350.864044834248,0.917509351721204,as,NA,NA
gadidae,Gadus_morhua,atlantic_cod,benthopelagic,11,298.4,15,0.247654593333333,2.9,15,350.864044834248,0.917509351721204,as,NA,NA
hemiscylliidae,Hemiscyllium_ocellatum,epaulette_shark,benthic,14,20.0357142857143,27,0.00748387242790143,4,8,10,0.571428261078155,as,NA,NA
heterodontidae,Heterodontus_francisci,horn_shark,benthic,19,1746.61578947368,18,1.46526210526316,5,22,7,0.484793285371664,as,NA,NA
heterodontidae,Heterodontus_portusjacksoni,portjackson_shark,benthic,16,82.40625,20.6,0.0506575459447656,12.5,33,8,0.235347955699171,as,NA,NA
heterodontidae,Heterodontus_portusjacksoni,portjackson_shark,benthic,13,89.8615384615385,17.6,0.0471330221214808,12.5,33,8,0.235347955699171,as,NA,NA
lamnidae,Isurus_oxyrinchus,mako_shark,pelagic,NA,4900,23,8.002925,11,31,3,0.192516801635039,as,NA,NA
scombridae,Katsuwonus_pelamis,skipjack_tuna,pelagic,18,1700,27.5,12.5509583333333,1,12,5.28394128430019,1.31217988143934,as,NA,NA
rajidae,Leucoraja_erinacea,little_skate,benthic,7,26.1428571428571,20,0.0147938095238095,9.5,18,23,0.366249111181448,as,NA,NA
rajidae,Leucoraja_erinacea,little_skate,benthic,7,25.5714285714286,15,0.0225096428571429,9.5,18,23,0.366249111181448,as,NA,NA
osmeridae,Mallotus_villosus,capelin,pelagic,NA,26.83,5,0.04694109725,2.5,6,1506.72560798372,1.41852453493428,as,NA,NA
gadidae,Melanogrammus_aeglefinus,haddock,benthopelagic,5,155.9,10,0.137997483333333,2.5,15,245.148561254285,1.5447425463445,as,NA,NA
gadidae,Merlangius_merlangus,whiting,benthopelagic,8,297,10,0.0991089,2,15,123.409453555582,1.16989703121347,as,NA,NA
sciaenidae,Micropogonias_undulatus,atlantic_croaker,benthopelagic,15,274,25,0.811206683333333,1,17,2.63139932149393,0.95977916607253,as,NA,NA
moronidae,Morone_saxatilis,striped_bass,benthopelagic,16,1300,20,1.01507106190091,5.3,21,168.113962600677,0.562422547756674,as,NA,NA
serranidae,Mycteroperca_microlepis,gag_grouper,benthic,13,1943,30,2.11030540641164,3,30,4.72143361707247,0.34501951674536,as,NA,NA
serranidae,Mycteroperca_microlepis,gag_grouper,benthic,13,1900,15,0.920382826007824,3,30,4.72143361707247,0.34501951674536,as,NA,NA
carcharhinidae,Negaprion_brevirostris,lemon_shark,pelagic,NA,1385,29.7,1.31725157083333,12.7,37,2,0.151797972475082,as,NA,NA
salmonidae,Oncorhynchus_gorbuscha,pink_salmon,pelagic,7,1600,15,5.43555,2,3,223.06625670706,1.03421106681648,as,NA,NA
salmonidae,Oncorhynchus_nerka,sockeye_salmon,pelagic,15,2550,15,5.91629791599,4,5,1526.46979920507,0.85252476725294,as,NA,NA
sparidae,Pagrus_auratus,australasian_snapper,benthopelagic,8,100,17,0.1385768,3,65,17.2208158198723,0.90528284548891,as,NA,NA
pleuronectidae,Pleuronectes_platessa,plaice,benthic,5,281.16,15,0.1421551989,2.9,28,3.73365884598347,0.369287502255818,as,NA,NA
gadidae,Pollachius_virens,saithe,pelagic,10,151.8,10,0.2925186,4.6,25,151.993716652621,0.650271661190961,as,NA,NA
gadidae,Pollachius_virens,saithe,pelagic,8,485,10,0.469387041666667,4.6,25,151.993716652621,0.650271661190961,as,NA,NA
pomatomidae,Pomatomus_saltatrix,bluefish,pelagic,NA,219,15,0.448928333333333,1,15,1.39818401368535,0.386985906847656,as,NA,NA
pleuronectidae,Pseudopleuronectes_americanus,winter_flounder,benthic,5,325,8,0.0203157120833333,3.3,16,9.96609387584566,0.120470046377848,as,NA,NA
rachycentridae,Rachycentron_canadum,cobia,pelagic,8,382.94,25,1.29691885383333,2,11,45.101609071646,0.920934074713849,as,NA,NA
pleuronectidae,Reinhardtius_hippoglossoides,greenland_halibut,benthopelagic,12,80,5,0.0272788,12.5,33,716.399279465416,0.20773157116676,as,NA,NA
rajidae,Rostroraja_eglanteria,clearnose_skate,benthic,18,1289.69444444444,20,0.49324877829162,5,8,15.25,0.531295223140556,as,NA,NA
clupeidae,Sardinops_sagax,pacific_sardine,pelagic,NA,3.2,15,0.00991608,2,10,11.0657949502161,0.731001530273461,as,NA,NA
scombridae,Scomber_japonicus,chub_mackerel,pelagic,13,97.3,24,0.3055,2,11,20.7649084691963,0.882490388765889,as,NA,NA
scophthalmidae,Scophthalmus_maximus,turbot,benthic,NA,450,14,0.26032125,2,17,138.336034290167,0.3304774591437,as,NA,NA
scyliorhinidae,Scyliorhinus_canicula,spotted_catshark,benthic,6,355.75,12.7,0.170637534166667,7,12,22.75,0.460906915915813,as,NA,NA
soleidae,Solea_solea,common_sole,benthic,8,150,16,0.06402575,3,26,4.04591652827061,0.285558705103503,as,NA,NA
sphyrnidae,Sphyrna_lewini,scalloped_hammerhead,pelagic,9,690.1,26,0.8433022,5.8,18.6,11,0.477554538731363,as,NA,NA
squalidae,Squalus_acanthias,spiny_dogfish,benthopelagic,23,2400,21,0.9962055,9.1,40,1.125,0.159589731279543,as,NA,NA
squalidae,Squalus_acanthias,spiny_dogfish,benthopelagic,21,2400,17,0.6083017,9.1,40,1.125,0.159589731279543,as,NA,NA
squalidae,Squalus_suckleyi,spiny_dogfish,benthopelagic,5,1854,10,0.406644,35.5,80,1.63,0.0672989670965966,as,NA,NA
scombridae,Thunnus_albacares,yellowfin_tuna,pelagic,12,2170,27.5,7.96371916666667,1,9.7,4.95795311165511,0.750451715812365,as,NA,NA
carangidae,Trachurus_trachurus,atlantic_horse_mackerel,pelagic,56,359.6,12.1,0.590161735333333,2.5,40,1.18384382579466,0.222544069528646,as,NA,NA
triakidae,Triakis_semifasciata,leopard_shark,benthopelagic,NA,4000,16,0.971333333333333,10,25,9.35,0.289261637926501,as,NA,NA
