"scientific_name","family","common_name","teleost_or_elasmo","mr_raw_mg_per_kg_per_h","mr_raw_data_or_mean","body_mass_in_grams","mass_raw_data_or_mean","trophic_position","tro_standard_error"
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",194.14541,"Raw",63.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",120.14728,"Raw",75,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",99.18765,"Raw",70,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",160.75468,"Raw",64,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",184.72112,"Raw",56,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",84.60593,"Raw",47,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",156.32557,"Raw",63.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",173.00991,"Raw",65.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",215.60154,"Raw",61,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",266.44614,"Raw",37.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",207.20849,"Raw",71,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",187.99818,"Raw",59.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",142.91199,"Raw",60.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",259.00829,"Raw",60,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",147.26348,"Raw",62.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",90.32966,"Raw",95,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",202.07053,"Raw",33.9,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",77.93407,"Raw",65.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",88.80625,"Raw",93,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",81.1842,"Raw",60,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",155.51629,"Raw",49.6,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",241.82051,"Raw",76.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",195.54448,"Raw",70.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",219.45248,"Raw",55.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",141.33788,"Raw",73,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",166.4718,"Raw",60,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",92.95794,"Raw",78,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",146.3508,"Raw",44.2,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",159.37608,"Raw",48.5,"Raw",3.4,0.48
"Notothenia neglecta","Nototheniidae","Yellowbelly rockcod","Teleost",65400,"Mean",190.1,"Mean",NA,NA
"Anarhichas lupus","Anarhichadidae","Common wolf-fish","Teleost",82350,"Mean",1390,"Mean",3.6,NA
"Anarhichas lupus","Anarhichadidae","Common wolf-fish","Teleost",125140,"Mean",1390,"Mean",3.6,NA
"Acanthochromis polyacanthus","Pomacentridae","Spiny chromis","Teleost",1007.7,"Mean",16.88,"Mean",2.7,0.3
"Albula vulpes","Albulidae","Bonefish","Teleost",154300,"Mean",672.43,"Mean",3.7,0.28
"Argyrosomus japonicus","Sciaenidae","Mulloway","Teleost",95630,"Mean",390,"Mean",4.5,0.61
"Caesio teres","Caesionidae","Fusilier","Teleost",1131.7,"Mean",15.07,"Mean",NA,NA
"Caranx caballus","Carangidae","Green jack","Teleost",78430,"Mean",189.7,"Mean",4,0.54
"Cheilinus fasciatus","Labridae","Redbreasted wrasse","Teleost",16350,"Mean",34.2,"Mean",NA,NA
"Chromis atripectoralis","Pomacentridae","Black-axel chromis","Teleost",1613.5,"Mean",8.1,"Mean",NA,NA
"Chromis ternatensis","Pomacentridae","Ternate chromis","Teleost",1310,"Mean",5.84,"Mean",NA,NA
"Chromis ternatensis","Pomacentridae","Ternate chromis","Teleost",1218,"Mean",5.84,"Mean",NA,NA
"Dascyllus aruanus","Pomacentridae","Whitetail dascyllus","Teleost",1468,"Mean",5.99,"Mean",NA,NA
"Dascyllus aruanus","Pomacentridae","Whitetail dascyllus","Teleost",1603,"Mean",5.99,"Mean",NA,NA
"Dascyllus reticulatus","Pomacentridae","Reticulate dascyllus","Teleost",1835,"Mean",7.52,"Mean",3.1,0.31
"Dascyllus reticulatus","Pomacentridae","Reticulate dascyllus","Teleost",938,"Mean",7.52,"Mean",3.1,0.31
"Forsterygion lapillum","Tripterygiidae","Common triplefin","Teleost",550,"Mean",2.1,"Mean",3.2,0.45
"Gadus macrocephalus","Gadidae","Pacific cod","Teleost",147.2625,"Mean",1500,"Mean",4.2,0.15
"Gadus macrocephalus","Gadidae","Pacific cod","Teleost",187.3125,"Mean",1500,"Mean",4.2,0.15
"Gasterosteus aculeatus","Gasterosteidae","Three-spined stickleback","Teleost",1258240,"Mean",3.33,"Mean",3.3,0.18
"Kuhlia sandvicensis","Kuhliidae","Hawaiian flagtail","Teleost",584,"Mean",30,"Mean",3.8,0.56
"Leiostomus xanthurus","Sciaenidae","Spot croaker","Teleost",1098.3,"Mean",121,"Mean",3.2,0.07
"Pterocaesio marri","Caesionidae","Marr's fusilier","Teleost",1571000,"Mean",9.89,"Mean",NA,NA
"Rhinecanthus aculeatus","Balistidae","White-banded triggerfish","Teleost",110330,"Mean",136,"Mean",3.2,0.14
"Salmo trutta","Salmonidae","Brown trout","Teleost",19.5648,"Mean",32.3,"Mean",3.4,0.1
"Salmo trutta","Salmonidae","Brown trout","Teleost",24.3072,"Mean",40.9,"Mean",3.4,0.1
"Salmo trutta","Salmonidae","Brown trout","Teleost",25.8816,"Mean",51.6,"Mean",3.4,0.1
"Salmo trutta","Salmonidae","Brown trout","Teleost",31.2768,"Mean",54,"Mean",3.4,0.1
"Scarus schlegeli","Scaridae","Parrotfish","Teleost",86310,"Mean",243,"Mean",2,NA
"Scolopsis bilineata","Nemipteridae","Bridled monocle bream","Teleost",36020,"Mean",97,"Mean",NA,NA
"Seriola lalandi","Carangidae","Yellowtail kingfish","Teleost",562.8,"Mean",2000,"Mean",4.2,0.14
"Stethojulis bandanensis","Labridae","Red-shoulder wrasse","Teleost",5082100,"Mean",15.8,"Mean",NA,NA
"Oncorhynchus mykiss","Salmonidae","Rainbow trout","Teleost",262.16,"Mean",73,"Mean",4.1,0.28
"Oncorhynchus mykiss","Salmonidae","Rainbow trout","Teleost",292.92,"Mean",69,"Mean",4.1,0.28
"Oncorhynchus mykiss","Salmonidae","Rainbow trout","Teleost",438.63,"Mean",66,"Mean",4.1,0.28
"Lates calcarifer","Latidae","Barramundi","Teleost",404.4,"Mean",89.9,"Raw",3.8,0.6
"Oplegnathus fasciatus","Oplegnathidae","Striped beakfish","Teleost",14.7,"Mean",469.4,"Mean",NA,NA
"Oplegnathus fasciatus","Oplegnathidae","Striped beakfish","Teleost",19.3,"Mean",469.4,"Mean",NA,NA
"Oplegnathus fasciatus","Oplegnathidae","Striped beakfish","Teleost",39.6,"Mean",469.4,"Mean",NA,NA
"Ostorhinchus cyanosoma","Apogonidae","yellowstriped cardinalfish","Teleost",765,"Mean",2.75,"Mean",NA,NA
"Ostorhinchus cyanosoma","Apogonidae","yellowstriped cardinalfish","Teleost",651,"Mean",2.75,"Mean",NA,NA
"Ostorhinchus cyanosoma","Apogonidae","yellowstriped cardinalfish","Teleost",580,"Mean",2.75,"Mean",NA,NA
"Ostorhinchus cyanosoma","Apogonidae","yellowstriped cardinalfish","Teleost",119,"Mean",2.75,"Mean",NA,NA
"Ostorhinchus doederleini","Apogonidae","fourline cardinalfish","Teleost",606,"Mean",2.68,"Mean",3.6,0.56
"Ostorhinchus doederleini","Apogonidae","fourline cardinalfish","Teleost",439,"Mean",2.68,"Mean",3.6,0.56
"Ostorhinchus doederleini","Apogonidae","fourline cardinalfish","Teleost",419,"Mean",2.68,"Mean",3.6,0.56
"Ostorhinchus doederleini","Apogonidae","fourline cardinalfish","Teleost",194,"Mean",2.68,"Mean",3.6,0.56
"Dascyllus melanurus","Pomacentridae","fourstripe damselfish","Teleost",237,"Mean",3.02,"Mean",NA,NA
"Dascyllus melanurus","Pomacentridae","fourstripe damselfish","Teleost",581,"Mean",3.02,"Mean",NA,NA
"Dascyllus melanurus","Pomacentridae","fourstripe damselfish","Teleost",284,"Mean",3.02,"Mean",NA,NA
"Dascyllus melanurus","Pomacentridae","fourstripe damselfish","Teleost",52,"Mean",3.02,"Mean",NA,NA
"Cheilodipterus quinquelineatus","Apogonidae","five-lined cardinalfish","Teleost",435,"Mean",3.31,"Mean",NA,NA
"Cheilodipterus quinquelineatus","Apogonidae","five-lined cardinalfish","Teleost",497,"Mean",3.31,"Mean",NA,NA
"Cheilodipterus quinquelineatus","Apogonidae","five-lined cardinalfish","Teleost",233,"Mean",3.31,"Mean",NA,NA
"Cheilodipterus quinquelineatus","Apogonidae","five-lined cardinalfish","Teleost",24,"Mean",3.31,"Mean",NA,NA
"Myoxocephalus scorpius","Cottidae","shorthorn sculpin","Teleost",78,"Mean",382.5,"Middle",3.9,NA
"Myoxocephalus scorpius","Cottidae","shorthorn sculpin","Teleost",93,"Mean",382.5,"Middle",3.9,NA
"Myoxocephalus scorpius","Cottidae","shorthorn sculpin","Teleost",61,"Mean",382.5,"Middle",3.9,NA
"Myoxocephalus scorpioides","Cottidae","Arctic sculpin","Teleost",69,"Mean",122.5,"Middle",NA,NA
"Myoxocephalus scorpioides","Cottidae","Arctic sculpin","Teleost",88,"Mean",122.5,"Middle",NA,NA
"Myoxocephalus scorpioides","Cottidae","Arctic sculpin","Teleost",67,"Mean",122.5,"Middle",NA,NA
"Gymnocanthus tricuspis","Cottidae","Arctic staghorn sculpin","Teleost",52.2,"Mean",133,"Middle",NA,NA
"Gymnocanthus tricuspis","Cottidae","Arctic staghorn sculpin","Teleost",40,"Mean",133,"Middle",NA,NA
"Gymnocanthus tricuspis","Cottidae","Arctic staghorn sculpin","Teleost",20,"Mean",133,"Middle",NA,NA
"Sparus aurata","Sparidae","Gilthead seabream","Teleost",8070,"Mean",612,"Mean",NA,NA
"Boreogadus saida","Gadidae","Arctic cod","Teleost",82.56,"Mean",23.3,"Mean",3.1,0.11
"Bathylagus antarcticus","Bathylagidae","Antarctic deepsea smelt","Teleost",0.021,"Mean",10.4,"Middle",NA,NA
"Cyclothone microdon","Gonostomatidae","Veiled anglemouth","Teleost",0.016,"Mean",0.8,"Middle",NA,NA
"Poromitra crassiceps","Melamphaidae","Crested bigscale","Teleost",0.032,"Mean",4.5,"Middle",3.1,0.3
"Melanostigma gelatinosum","Zoarcidae","Limp eelpout","Teleost",0.043,"Mean",47.2,"Middle",NA,NA
"Benthalbella elongata","Scopelarchidae","Elongate greeneye","Teleost",0.029,"Mean",35.3,"Middle",NA,NA
"Electrona antarctica","Myctophidae","Antarctic lanternfish","Teleost",0.047,"Mean",4.6,"Middle",3.2,0.35
"Gymnoscopelus braueri","Myctophidae","Brauer’s lanternfish","Teleost",0.027,"Mean",12.2,"Middle",3.2,0.32
"Gymnoscopelus opisthopterus","Myctophidae",NA,"Teleost",0.021,"Mean",19.2,"Middle",NA,NA
"Cynomacrurus piriei","Myctophidae","Dogtooth grenadier","Teleost",0.008,"Mean",1.8,"Middle",NA,NA
"Squalus acanthias","Squalidae","Spiny dogfish","Elasmo",92.06,"Mean",2400,"Mean",4.4,0.41
"Squalus acanthias","Squalidae","Spiny dogfish","Elasmo",121.87,"Mean",2400,"Mean",4.4,0.41
"Squalus acanthias","Squalidae","Spiny dogfish","Elasmo",149.08,"Mean",2400,"Mean",4.4,0.41
"Squalus acanthias","Squalidae","Spiny dogfish","Elasmo",156.03,"Mean",2400,"Mean",4.4,0.41
"Squalus acanthias","Squalidae","Spiny dogfish","Elasmo",152.21,"Mean",2400,"Mean",4.4,0.41
"Carcharhinus leucas","Carcharhinidae","Bull shark","Elasmo",230.04,"Mean",2810,"Mean",4.3,0.46
"Carcharhinus leucas","Carcharhinidae","Bull shark","Elasmo",351.41,"Mean",2730,"Mean",4.3,0.46
"Carcharhinus leucas","Carcharhinidae","Bull shark","Elasmo",355.54,"Mean",2750,"Mean",4.3,0.46
"Katsuwonus pelamis","Scombridae","Skipjack tuna","Teleost",1885,"Mean",1700,"Mean",4.4,0.47
"Thunnus albacares","Scombridae","Yellowfin tuna","Teleost",937,"Mean",2170,"Middle",4.4,0.41
"Oncorhynchus nerka","Salmonidae","Sockeye salmon","Teleost",593.856,"Mean",2550,"Mean",3.5,0.16
"Oncorhynchus keta","Salmonidae","Chum salmon","Teleost",618,"Mean",3400,"Mean",3.7,0.19
"Oncorhynchus keta","Salmonidae","Chum salmon","Teleost",642,"Mean",2700,"Mean",3.7,0.19
"Polyprion oxygeneios","Polyprionidae","Hapuku wreckfish","Teleost",94.08,"Mean",118.95,"Mean",4.4,0.77
"Polyprion oxygeneios","Polyprionidae","Hapuku wreckfish","Teleost",204.96,"Mean",135.62,"Mean",4.4,0.77
"Polyprion oxygeneios","Polyprionidae","Hapuku wreckfish","Teleost",334.54,"Mean",167.18,"Mean",4.4,0.77
"Polyprion oxygeneios","Polyprionidae","Hapuku wreckfish","Teleost",378.63,"Mean",160.53,"Mean",4.4,0.77
"Polyprion oxygeneios","Polyprionidae","Hapuku wreckfish","Teleost",168.89,"Mean",110.58,"Mean",4.4,0.77
"Acipenser brevirostrum","Acipenseridae","Shortnose sturgeon","Teleost",117,"Mean",100,"Mean",NA,NA
"Acipenser brevirostrum","Acipenseridae","Shortnose sturgeon","Teleost",156,"Mean",100,"Mean",NA,NA
"Acipenser brevirostrum","Acipenseridae","Shortnose sturgeon","Teleost",139,"Mean",100,"Mean",NA,NA
"Forsterygion lapillum","Tripterygiidae","Common triplefin","Teleost",400,"Mean",2.5,"Mean",3.2,0.45
"Salvelinus alpinus","Salmonidae","Arctic charr","Teleost",159993.6,"Mean",9.87,"Mean",4.4,0.51
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",9.97514658333333,"Raw",42.3,"Raw",NA,NA
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",14.971150375,"Raw",132.48,"Raw",NA,NA
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",26.6906805416667,"Raw",69.17,"Raw",NA,NA
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",8.31893208333333,"Raw",77.65,"Raw",NA,NA
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",7.23352995833333,"Raw",61.95,"Raw",NA,NA
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",16.0217613333333,"Raw",141.66,"Raw",NA,NA
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",13.0966162916667,"Raw",75.95,"Raw",NA,NA
"Cephalopholis argus","Serranidae","Peacock hind","Teleost",12.079459125,"Raw",77.6,"Raw",NA,NA
"Chaetodon ornatissimus","Chaetodontidae","Ornate butterflyfish","Teleost",0.33791475,"Raw",1.273,"Raw",NA,NA
"Chaetodon ornatissimus","Chaetodontidae","Ornate butterflyfish","Teleost",1.076722875,"Raw",6.213,"Raw",NA,NA
"Chaetodon ornatissimus","Chaetodontidae","Ornate butterflyfish","Teleost",0.574487708333333,"Raw",4,"Raw",NA,NA
"Chaetodon ornatissimus","Chaetodontidae","Ornate butterflyfish","Teleost",0.646005666666667,"Raw",4.6,"Raw",NA,NA
"Chaetodon ornatissimus","Chaetodontidae","Ornate butterflyfish","Teleost",0.265325375,"Raw",2.236,"Raw",NA,NA
"Chaetodon ornatissimus","Chaetodontidae","Ornate butterflyfish","Teleost",10.1105345833333,"Raw",78.38,"Raw",NA,NA
"Chaetodon ornatissimus","Chaetodontidae","Ornate butterflyfish","Teleost",7.81451475,"Raw",103.7,"Raw",NA,NA
"Chromis iomelas","Pomacentridae","Half-and-half chromis","Teleost",0.41860125,"Raw",1.811,"Raw",NA,NA
"Chromis iomelas","Pomacentridae","Half-and-half chromis","Teleost",0.189469708333333,"Raw",1.512,"Raw",NA,NA
"Chromis iomelas","Pomacentridae","Half-and-half chromis","Teleost",0.0891939583333333,"Raw",0.36,"Raw",NA,NA
"Chromis iomelas","Pomacentridae","Half-and-half chromis","Teleost",0.23693175,"Raw",0.839,"Raw",NA,NA
"Chromis iomelas","Pomacentridae","Half-and-half chromis","Teleost",0.396402125,"Raw",2.035,"Raw",NA,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",3.788309125,"Raw",44.98,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",11.0761980833333,"Raw",119.55,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",16.9764856666667,"Raw",151.3,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",8.37183241666667,"Raw",57.5,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",14.2900945,"Raw",107.97,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",9.26304370833333,"Raw",155.29,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",11.5446340416667,"Raw",153.85,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",4.444163,"Raw",59.84,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",2.671312375,"Raw",136.835,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",0.42678825,"Raw",2.981,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",1.08746258333333,"Raw",2.644,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",7.172677,"Raw",22.396,"Raw",2,NA
"Ctenochaetus striatus","Acanthuridae","Striated surgeonfish","Teleost",0.0933755833333333,"Raw",1.776,"Raw",2,NA
"Naso lituratus","Acanthuridae","Orangespine unicornfish","Teleost",1.63564054166667,"Raw",4.161,"Raw",2.3,0.19
"Naso lituratus","Acanthuridae","Orangespine unicornfish","Teleost",1.734286125,"Raw",4.68,"Raw",2.3,0.19
"Naso lituratus","Acanthuridae","Orangespine unicornfish","Teleost",1.60609370833333,"Raw",5.409,"Raw",2.3,0.19
"Naso lituratus","Acanthuridae","Orangespine unicornfish","Teleost",1.85326058333333,"Raw",5.227,"Raw",2.3,0.19
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",27.6414399583333,"Raw",248.785,"Raw",NA,NA
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",3.78362854166667,"Raw",16.3,"Raw",NA,NA
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",5.76930091666667,"Raw",21.13,"Raw",NA,NA
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",7.63512629166667,"Raw",34.741,"Raw",NA,NA
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",9.20286795833333,"Raw",36.83,"Raw",NA,NA
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",6.502264125,"Raw",30.66,"Raw",NA,NA
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",26.4468527083333,"Raw",206.18,"Raw",NA,NA
"Odonus niger","Balistidae","Red-toothed triggerfish","Teleost",16.3381824166667,"Raw",136.38,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",1.97704920833333,"Raw",78.12,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",4.40492366666667,"Raw",67.71,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",5.90351479166667,"Raw",57,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",4.789757875,"Raw",60.3,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",5.924989125,"Raw",92.5,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",1.87922875,"Raw",59.8,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",5.512662,"Raw",70.97,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",6.4713485,"Raw",60.45,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",5.96417066666667,"Raw",71.93,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",3.4254555,"Raw",72.18,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",4.84311141666667,"Raw",83.35,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",0.0553094166666667,"Raw",1.339,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",6.55936075,"Raw",77.27,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",0.19086375,"Raw",0.84,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",0.0964881666666667,"Raw",0.886,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",0.744807166666667,"Raw",2.721,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",7.3324785,"Raw",82.15,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",11.403854875,"Raw",123.457,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",7.274509,"Raw",79.31,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",0.891804625,"Raw",5.665,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",13.4953930833333,"Raw",107.12,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",11.8848135833333,"Raw",141.92,"Raw",NA,NA
"Zebrasoma scopas","Acanthuridae","Twotone tang","Teleost",6.31326495833333,"Raw",77.29,"Raw",NA,NA
"Cyclopterus lumpus","Cyclopteridae","Lumpfish","Teleost",117,"Mean",291,"Mean",3.9,NA
"Cyclopterus lumpus","Cyclopteridae","Lumpfish","Teleost",148,"Mean",319,"Mean",3.9,NA
"Cyclopterus lumpus","Cyclopteridae","Lumpfish","Teleost",173,"Mean",321,"Mean",3.9,NA
"Salmo salar","Salmonidae","Atlantic salmon","Teleost",345.4,"Mean",2045,"Mean",4.5,0.26
"Pollachius virens","Gadidae","Saithe","Teleost",492,"Mean",151.8,"Mean",4.3,0.35
"Melanogrammus aeglefinus","Gadidae","Haddock","Teleost",135,"Mean",155.9,"Mean",4,0.13
"Melanogrammus aeglefinus","Gadidae","Haddock","Teleost",256,"Mean",155.9,"Mean",4,0.13
"Rachycentron canadum","Rachycentridae","Cobia","Teleost",864.7,"Mean",382.94,"Mean",4,NA
"Anoplopoma fimbria","Anoplopomatidae","Sablefish","Teleost",539.2,"Mean",993,"Raw",3.8,0.2
"Scophthalmus maximus","Scophthalmidae","Turbot","Teleost",104.1,"Mean",450,"Mean",NA,NA
"Scophthalmus maximus","Scophthalmidae","Turbot","Teleost",147.7,"Mean",450,"Mean",NA,NA
"Pagrus auratus","Sparidae","Australasian snapper","Teleost",310.123456790123,"Mean",100,"Mean",3.6,0.22
"Scomber japonicus","Scombridae","Chub mackerel","Teleost",78,"Mean",97.3,"Mean",3.4,0.1
"Pseudopleuronectes americanus","Pleuronectidae","Winter flounder","Teleost",16000,"Mean",325,"Mean",3.6,0.08
"Gadus morhua","Gadidae","Atlantic cod","Teleost",113.15,"Mean",163.9,"Mean",4.1,0.18
"Gadus morhua","Gadidae","Atlantic cod","Teleost",131.49,"Mean",180,"Mean",4.1,0.18
"Gadus morhua","Gadidae","Atlantic cod","Teleost",178.49,"Mean",169.1,"Mean",4.1,0.18
"Gadus morhua","Gadidae","Atlantic cod","Teleost",154.58,"Mean",195.8,"Mean",4.1,0.18
"Gadus morhua","Gadidae","Atlantic cod","Teleost",138.64,"Mean",162.2,"Mean",4.1,0.18
"Morone saxatilis","Moronidae","Striped bass","Teleost",334,"Mean",386,"Mean",4.6,0.25
"Morone saxatilis","Moronidae","Striped bass","Teleost",363,"Mean",504,"Mean",4.6,0.25
"Morone saxatilis","Moronidae","Striped bass","Teleost",437,"Mean",426,"Mean",4.6,0.25
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",100.9105088,"Raw",7300,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",106.4477738,"Raw",2660,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",121.3541858,"Raw",5090,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",120.0908303,"Raw",5460,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",82.3615522,"Raw",5690,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",96.3684471,"Raw",7760,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",203.9786524,"Raw",3310,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",127.3663487,"Raw",4220,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",137.641184,"Raw",3980,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",144.8539328,"Raw",2560,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",144.8539328,"Raw",2560,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",92.474247,"Raw",6810,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",92.474247,"Raw",6810,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",87.8073106,"Raw",6840,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",79.0631119,"Raw",7300,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",210.6121192,"Raw",2660,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",117.8615634,"Raw",5090,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",187.2214267,"Raw",5460,"Raw",4.5,NA
